UnitID,Institution Name,Tuition and fees (F9900F3),Imputation/Status Flag For Tuition and fees (F9900F3),Federal appropriations  grants and contracts (F9900F3),Imputation/Status Flag For Federal appropriations  grants and contracts (F9900F3),State and local appropriations  grants and contracts (F9900F3),Imputation/Status Flag For State and local appropriations  grants and contracts (F9900F3),Private grants and contracts (F9900F3),Imputation/Status Flag For Private grants and contracts (F9900F3),Investment income and investment gains (losses) included in net income (F9900F3),Imputation/Status Flag For Investment income and investment gains (losses) included in net income (F9900F3),Sales and services of educational activities (F9900F3),Imputation/Status Flag For Sales and services of educational activities (F9900F3),Sales and services of auxiliary enterprises (F9900F3),Imputation/Status Flag For Sales and services of auxiliary enterprises (F9900F3),Other revenue (F9900F3),Imputation/Status Flag For Other revenue (F9900F3),Total revenues and investment return (F9900F3),Imputation/Status Flag For Total revenues and investment return (F9900F3)
190318,Continental School of Beauty Culture-Rochester,496733,R,0,R,0,R,0,R,35012,R,129072,R,0,R,103071,R,763888,R
194435,Continental School of Beauty Culture-West Seneca,805059,R,0,R,0,R,0,R,0,R,194303,R,0,R,582456,R,1581818,R
372505,COOPER CAREER INSTITUTE,714815,I,140089,I,82403,I,0,I,22700,I,0,I,0,I,-1731,I,958276,I
432436,COOPER CAREER INSTITUTE,1142922,I,358262,I,0,I,0,I,22469,I,547167,I,0,I,-422947,I,1647873,I
387235,Coral Ridge Nurses Assistant Training School Inc,45352,I,0,I,0,I,0,I,0,I,0,I,0,I,32863,I,78215,I
128896,Cortiva Institute,1741350,R,35622,R,19266,R,0,R,34499,R,68492,R,563043,R,6688,R,2468960,R
134574,Cortiva Institute,1093647,R,0,R,0,R,0,R,1884,R,88235,R,53212,R,42915,R,1279893,R
387925,Cortiva Institute,7021007,R,0,R,0,R,0,R,0,R,0,R,0,R,923018,R,7944025,R
434308,Cortiva Institute,1955992,I,0,I,0,I,0,I,0,I,476148,I,673982,I,-163874,I,2942248,I
166975,Cortiva Institute-Boston,2068349,R,38801,R,0,R,0,R,0,R,368403,R,97344,R,0,R,2572897,R
244561,Cortiva Institute-Chicago,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
436270,Cortiva Institute-Orem,0,R,0,R,0,R,0,R,0,R,228899,R,0,R,1665423,R,1894322,R
380474,Cortiva Institute-Salt Lake,0,R,0,R,0,R,0,R,0,R,629473,R,0,R,4579913,R,5209386,R
105482,Cortiva Institute-Scottsdale,605642,I,69517,I,0,I,0,I,4285,I,134199,I,400510,I,-427525,I,786628,I
419411,Cortiva Institute-Seattle,1487249,R,0,R,0,R,0,R,80337,R,93027,R,0,R,1,R,1660614,R
104504,Cortiva Institute-Tucson,979700,R,0,R,0,R,0,R,5492,R,36080,R,220671,R,175453,R,1417396,R
430254,Cortiva Institute-Virginia,3048190,I,278935,I,0,I,0,I,1229,I,526,I,29728,I,-2225102,I,1133506,I
407054,Cortiva Institute-Westport,844065,R,16489,R,11076,R,0,R,0,R,0,R,0,R,1694,R,873324,R
144795,Cosmetology & Spa Academy,194056,R,0,R,0,R,0,R,0,R,99941,R,0,R,7827,R,301824,R
434502,Cosmetology Career Institute,117669,R,0,R,0,R,0,R,0,R,38696,R,0,R,22892,R,179257,R
173470,Cosmetology Careers Unlimited College of Hair Skin and Nails,154599,R,0,R,0,R,0,R,0,R,80819,R,0,R,0,R,235418,R
173726,Cosmetology Careers Unlimited College of Hair Skin and Nails,105580,R,0,R,0,R,0,R,1273,R,50132,R,0,R,0,R,156985,R
147642,Cosmetology Concepts Niles,194189,I,4540,I,50982,I,0,I,0,I,0,I,0,I,-13081,I,236630,I
407142,Cosmetology Training Center,283452,R,0,R,0,R,0,R,101,R,79279,R,0,R,0,R,362832,R
224183,Court Reporting Institute of Dallas,2451330,R,614137,R,0,R,0,R,30782,R,1,R,254671,R,15297,R,3366218,R
144485,Coyne College,2225821,R,2035245,R,308570,R,91699,R,30606,R,0,R,17417,R,74057,R,4783415,R
417503,Crave Beauty Academy,57708,R,0,R,0,R,0,R,0,R,243360,R,0,R,640381,R,941449,R
175591,Creations College of Cosmetology,5700,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,5700,R
434830,Creative Images Institute of Cosmetology-North Dayton,325405,R,0,R,0,R,0,R,1457,R,83282,R,0,R,172062,R,582206,R
158617,Crescent City Bartending School,1120000,R,0,R,23000,R,0,R,0,R,0,R,17667,R,2191,R,1162858,R
415525,CREST COMPUTER INSTITUTE,442578,I,0,I,1000,I,18103,I,0,I,38723,I,0,I,0,I,500404,I
382975,CRI Career Training,305096,R,426041,R,122975,R,10112,R,0,R,0,R,31429,R,2218417,R,3114070,R
371830,CRU Institute of Cosmetology and Barbering,239511,R,0,R,0,R,0,R,0,R,39627,R,0,R,0,R,279138,R
434849,CSC Institute,1537752,R,1408923,R,120358,R,0,R,0,R,20000,R,0,R,0,R,3087033,R
437529,Culinary Academy of Long Island,661268,R,145778,R,281715,R,0,R,332,R,5000,R,3111,R,285,R,1097489,R
417558,CULINARY ARTS INSTITUTE OF LOUISIANA,782061,P,0,P,0,P,0,P,0,P,0,P,0,P,-83792,P,698269,P
436571,Culinary Institute of New Orleans LLC,1003654,I,0,I,0,I,0,I,2936,I,0,I,0,I,6268,I,1012858,I
206419,Cut Beauty School,152320,I,513945,I,0,I,0,I,0,I,74548,I,0,I,1597637,I,2338450,I
154819,Cutting Edge Hairstyling Academy,262943,R,0,R,0,R,0,R,0,R,113029,R,0,R,30506,R,406478,R
158644,D'Jay's Institute of Cosmetology and Esthiology,845211,I,0,I,0,I,0,I,0,I,0,I,0,I,51020,I,896231,I
418773,D'Mart Institute,640838,R,0,R,0,R,0,R,0,R,163328,R,0,R,0,R,804166,R
426271,DAHAN INSTITUTE OF MASSAGE STUDIES,442578,I,0,I,1000,I,18103,I,0,I,38723,I,0,I,0,I,500404,I
369020,Dahls College of Beauty,3240,R,19241,R,0,R,0,R,0,R,100,R,0,R,140882,R,163463,R
438717,DALLAS INSTITUTE OF ACUPUNCTURE AND ORIENTAL MED,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
379074,Davenport Barber Styling College,94094,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,94094,R
202426,David Curtis School of Floral Design,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
434326,David Demuth Institute of Cosmetology,151465,R,0,R,0,R,0,R,0,R,506,R,0,R,0,R,151971,R
169503,David Pressley School of Cosmetology,623670,R,0,R,0,R,0,R,0,R,106774,R,0,R,16631,R,747075,R
202435,Davis College,2179776,R,577879,R,198266,R,0,R,4929,R,20966,R,0,R,0,R,2981816,R
130873,Dawn Career Institute LLC,339845,R,115650,R,145850,R,0,R,0,R,3072,R,0,R,0,R,604417,R
205568,Daymar College-Chillicothe,1267212,R,836782,R,774493,R,0,R,1334,R,299336,R,0,R,11787,R,3190944,R
157465,Daymar College-Owensboro,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2251271,R,2251271,R
156903,Daymar College-Paducah Main,653451,R,0,R,0,R,0,R,84714,R,49776,R,0,R,270493,R,1058434,R
202453,Dayton Barber College,117165,I,0,I,0,I,0,I,0,I,33215,I,0,I,-29578,I,120802,I
154484,Dayton School of Hair Design,1003654,I,0,I,0,I,0,I,2936,I,0,I,0,I,6268,I,1012858,I
153038,Daytons School of Hair Design,54011,I,0,I,0,I,0,I,0,I,0,I,0,I,72990,I,127001,I
406413,DCI Career Institute,529761,R,0,R,0,R,0,R,0,R,0,R,0,R,203370,R,733131,R
106838,De Luxe Beauty School,35754,I,0,I,0,I,0,I,0,I,22191,I,77918,I,108537,I,244400,I
187602,De Wolff College Hair Styling and Cosmetology,331684,R,0,R,0,R,0,R,33,R,96495,R,46010,R,0,R,474222,R
211909,Dean Institute of Technology,713084,R,140089,R,82403,R,0,R,22700,R,0,R,0,R,0,R,958276,R
365639,Decker College Inc,896602,R,0,R,0,R,0,R,0,R,0,R,0,R,32172,R,928774,R
211954,Delaware Valley Academy of Medical and Dental Assistants,1231817,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1231817,R
162335,Delmarva Beauty Academy,237141,R,0,R,0,R,0,R,814,R,43157,R,0,R,2308,R,283420,R
175607,Delta Beauty College,213023,R,0,R,0,R,0,R,1154,R,18696,R,0,R,0,R,232873,R
251242,DELTA CAREER INSTITUTE,206783,I,111718,I,0,I,0,I,1030,I,83303,I,0,I,41566,I,444400,I
402563,Delta College Inc,536496,R,0,R,0,R,0,R,0,R,29648,R,0,R,0,R,566144,R
366270,Delta College of Arts & Technology,788324,R,0,R,0,R,0,R,0,R,8063,R,0,R,0,R,796387,R
158723,Delta School of Business and Technology,2240326,R,0,R,0,R,0,R,0,R,38881,R,0,R,72205,R,2351412,R
422118,DEMARGE COLLEGE SOUTH,2142653,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2142653,R
158787,Denham Springs Beauty School,68699,R,51141,R,0,R,0,R,3035,R,67202,R,0,R,0,R,190077,R
381167,DENVER CAREER COLLEGE-COLORADO SPRINGS,496773,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,496773,R
363378,DENVER TECHNICAL AT COLORADO SPRINGS,13825000,R,0,R,0,R,0,R,20000,R,0,R,1871000,R,746000,R,16462000,R
127042,DENVER TECHNICAL COLLEGE,13825000,R,0,R,0,R,0,R,20000,R,0,R,1871000,R,746000,R,16462000,R
431035,DESERT CAREER COLLEGE,921479,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,921479,R
113582,Design Institute of San Diego,2503542,R,0,R,0,R,0,R,30715,R,0,R,0,R,0,R,2534257,R
387448,DETROIT BARBER COLLEGE INC,161325,I,0,I,0,I,0,I,0,I,150482,I,0,I,87978,I,399785,I
169576,Detroit Business Institute-Downriver,610540,R,0,R,0,R,0,R,9195,R,5529,R,0,R,2708,R,627972,R
169567,Detroit Business Institute-Southfield,945333,R,0,R,0,R,0,R,0,R,2,R,0,R,190644,R,1135979,R
104522,DeVoe College of Beauty,75700,R,155575,R,0,R,0,R,3416,R,90685,R,0,R,0,R,325376,R
432199,DeVry College of New York,11933757,R,0,R,0,R,0,R,125187,R,0,R,572047,R,0,R,12630991,R
144768,DEVRY UNIVERSITY,28442559,R,2381574,R,4704057,R,0,R,361313,R,0,R,3466392,R,0,R,39355895,R
420282,DEVRY UNIVERSITY,25385305,R,0,R,0,R,0,R,261073,R,0,R,1845749,R,0,R,27492127,R
432171,DEVRY UNIVERSITY,15212356,R,0,R,0,R,0,R,159392,R,0,R,1648664,R,0,R,17020412,R
438744,DEVRY UNIVERSITY,11950505,R,0,R,0,R,0,R,120922,R,0,R,876401,R,0,R,12947828,R
439172,DEVRY UNIVERSITY,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
439181,DEVRY UNIVERSITY,2896522,R,0,R,0,R,0,R,29675,R,0,R,76359,R,0,R,3002556,R
420963,DEVRY UNIVERSITY KELLER GRADUATE SCHOOL OF MANAGEMENT,4596978,R,0,R,0,R,0,R,65665,R,0,R,360967,R,0,R,5023610,R
430333,DEVRY UNIVERSITY KELLER GRADUATE SCHOOL OF MANAGEMENT,1126960,R,0,R,0,R,0,R,16289,R,0,R,105502,R,0,R,1248751,R
437334,DEVRY UNIVERSITY KELLER GRADUATE SCHOOL OF MANAGEMENT,606715,R,0,R,0,R,0,R,77373,R,0,R,55427,R,0,R,739515,R
437352,DEVRY UNIVERSITY KELLER GRADUATE SCHOOL OF MANAGEMENT,17379908,R,0,R,0,R,0,R,246880,R,0,R,1047173,R,0,R,18673961,R
437389,DEVRY UNIVERSITY KELLER GRADUATE SCHOOL OF MANAGEMENT,122262,R,0,R,0,R,0,R,1527,R,0,R,12030,R,0,R,135819,R
437404,DEVRY UNIVERSITY KELLER GRADUATE SCHOOL OF MANAGEMENT,2489554,R,0,R,0,R,0,R,35123,R,0,R,252428,R,0,R,2777105,R
366702,DeVry University's Keller Graduate School of Management-Arizona,1812537,R,0,R,0,R,0,R,25452,R,0,R,170429,R,0,R,2008418,R
419536,DeVry University's Keller Graduate School of Management-Georgia,5326406,R,0,R,0,R,0,R,6617,R,0,R,386822,R,0,R,5719845,R
146384,DeVry University's Keller Graduate School of Management-Illinois,17379908,R,0,R,0,R,0,R,246880,R,0,R,1047173,R,0,R,18673961,R
366757,DeVry University's Keller Graduate School of Management-Missouri,2489554,R,0,R,0,R,0,R,35123,R,0,R,252428,R,0,R,2777105,R
144777,DeVry University-Administrative Office,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
104531,DeVry University-Arizona,31199455,R,5310943,R,5140,R,0,R,371716,R,0,R,2886637,R,0,R,39773891,R
113607,DeVry University-California,20572777,R,8607419,R,4533349,R,0,R,352643,R,0,R,2796278,R,0,R,36862466,R
439163,DeVry University-Florida,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
139533,DeVry University-Georgia,17296900,R,4428861,R,6716013,R,0,R,288821,R,0,R,2127567,R,0,R,30858162,R
144759,DeVry University-Illinois,22663077,R,4749290,R,8227619,R,0,R,362245,R,0,R,2403559,R,0,R,38405790,R
432214,DeVry University-Indiana,516837,R,0,R,0,R,0,R,7126,R,0,R,44455,R,0,R,568418,R
439330,DeVry University-Maryland,94346,R,0,R,0,R,0,R,1527,R,0,R,356,R,0,R,96229,R
177162,DeVry University-Missouri,20530951,R,2196771,R,1615734,R,0,R,247624,R,0,R,2697777,R,0,R,27288857,R
184269,DeVry University-New Jersey,27313722,R,3072042,R,2669866,R,0,R,338102,R,0,R,3363342,R,0,R,36757074,R
202541,DeVry University-Ohio,24722882,R,0,R,1613075,R,0,R,319324,R,0,R,3295268,R,4903239,R,34853788,R
224402,DeVry University-Texas,24724731,R,2973557,R,14000,R,0,R,282963,R,0,R,2970729,R,0,R,30965980,R
238935,DeVry University-Wisconsin,1804193,R,0,R,0,R,0,R,25452,R,0,R,166351,R,0,R,1995996,R
373526,Diesel Driving Academy-Baton Rouge,3300,I,27095,I,0,I,0,I,0,I,1800,I,0,I,0,I,32195,I
260664,Diesel Driving Academy-Shreveport,361587,I,0,I,0,I,0,I,0,I,155444,I,0,I,68511,I,585542,I
184278,Divers Academy International,2595716,I,0,I,0,I,0,I,80337,I,93027,I,0,I,-1108466,I,1660614,I
235088,Divers Institute of Technology,1350130,R,0,R,0,R,0,R,0,R,20871,R,0,R,0,R,1371001,R
373535,Domestic Health Care Institute,3234888,I,7632557,I,0,I,2731867,I,37173,I,0,I,0,I,925505,I,14561990,I
231563,DOMINION COLLEGE,303220,R,1200000,R,0,R,60000,R,20104,R,20104,R,0,R,1442882,R,3046310,R
150437,Don Roberts Beauty School,167412,R,55999,R,0,R,0,R,3383,R,43529,R,0,R,389,R,270712,R
150428,Don Roberts School of Hair Design,177152,R,46714,R,0,R,0,R,1363,R,68148,R,0,R,168,R,293545,R
169761,Dorsey College,2055867,R,1556115,R,61332,R,0,R,50762,R,0,R,0,R,0,R,3724076,R
212045,Douglas Education Center,569903,R,323230,R,227904,R,0,R,1415,R,27014,R,0,R,0,R,1149466,R
261436,Douglas J Aveda Institute,380072,R,0,R,0,R,0,R,0,R,588094,R,82879,R,54000,R,1105045,R
184135,Dover Business College,2527615,R,0,R,2449516,R,0,R,-63594,R,0,R,0,R,1070788,R,5984325,R
375948,DPT Business School,6394292,R,0,R,0,R,0,R,22116,R,313899,R,12800,R,36000,R,6779107,R
188322,DRAKE BUSINESS SCHOOL,569061,R,0,R,0,R,0,R,0,R,2040245,R,0,R,226694,R,2836000,R
190798,DRAKE BUSINESS SCHOOL,526306,R,0,R,0,R,0,R,0,R,1932924,R,0,R,214770,R,2674000,R
366614,DRAKE BUSINESS SCHOOL-STATEN ISLAND,4000,R,0,R,0,R,0,R,0,R,2900,R,0,R,1000,R,7900,R
184320,Drake College of Business-Elizabeth,896231,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,896231,R
190789,DRAKE SCHOOL OF MANHATTAN,301110,R,0,R,0,R,0,R,0,R,272691,R,0,R,33299,R,607100,R
190804,DRAKE SCHOOL OF THE BRONX,2003409,R,0,R,0,R,0,R,0,R,1276821,R,0,R,417870,R,3698100,R
437644,DSU TRAINING INSTITUTE,0,Z,432783,R,0,R,0,R,-13500,R,0,R,0,R,381085,R,800368,R
212072,Du Bois Business College-Du Bois,3110759,P,0,P,0,P,0,P,0,P,0,P,0,P,-391669,P,2719090,P
144856,Du Quoin Beauty College,2429,I,30000,I,0,I,0,I,35502,I,4959467,I,0,I,-4567931,I,459467,I
131566,Dudley Beauty College,925200,I,0,I,0,I,0,I,0,I,0,I,0,I,28644,I,953844,I
429997,DUDLEY BEAUTY COLLEGE,425651,I,0,I,0,I,0,I,3120,I,20142,I,0,I,-167579,I,281334,I
410919,DUDLEY BEAUTY COLLEGE-CHICAGO,2610913,I,0,I,0,I,0,I,0,I,48399,I,0,I,0,I,2659312,I
163790,DUDLEY BEAUTY SCHOOL,49561,I,0,I,0,I,0,I,0,I,0,I,0,I,270842,I,320403,I
409528,DUDLEY COSMETOLOGY UNIVERSITY,441373,I,305687,I,0,I,0,I,0,I,0,I,0,I,-78509,I,668551,I
197920,DUDLEYS BEAUTY COLLEGE,109773,I,513945,I,0,I,0,I,0,I,74548,I,0,I,1640184,I,2338450,I
173489,Duluth Business University,1672331,R,498243,R,657320,R,0,R,24219,R,0,R,0,R,4462,R,2856575,R
417804,Durham Beauty Academy,163044,I,0,I,0,I,0,I,0,I,84425,I,0,I,73213,I,320682,I
395733,DVS College,442578,I,0,I,1000,I,18103,I,0,I,38723,I,0,I,0,I,500404,I
154466,E Q School of Hair Design,180185,R,0,R,0,R,0,R,0,R,134313,R,740,R,0,R,315238,R
181677,E Q SCHOOL OF HAIR DESIGN,167930,R,0,R,0,R,0,R,0,R,75814,R,572,R,0,R,244316,R
230366,Eagle Gate College-Murray,19549,I,0,I,0,I,0,I,0,I,43063,I,0,I,80582,I,143194,I
248110,EAST KENTUCKY BEAUTY COLLEGE,45330,I,0,I,0,I,0,I,0,I,73535,I,0,I,101122,I,219987,I
204884,East Ohio College,676282,R,0,R,0,R,0,R,10607,R,0,R,0,R,8426,R,695315,R
106892,Eastern College of Health Vocations-Little Rock,2591920,R,492127,R,0,R,67723,R,0,R,0,R,0,R,-1858377,R,1293393,R
364751,Eastern College of Health Vocations-New Orleans,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1673344,R,1673344,R
202639,Eastern Hills Academy of Hair Design,423959,R,0,R,0,R,0,R,5976,R,16281,R,0,R,0,R,446216,R
421878,Eastern International College-Jersey City,4014,I,0,I,0,I,0,I,0,I,2900,I,0,I,986,I,7900,I
430713,EASTERN SCHOOL OF TECHNOLOGY,1051006,I,0,I,0,I,0,I,35012,I,129072,I,0,I,-451202,I,763888,I
183488,Eastwick College-Hackensack,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1914913,R,1914913,R
185721,Eastwick College-Nutley,0,R,26172,R,181555,R,0,R,17580,R,2953992,R,0,R,-225307,R,2953992,R
184959,Eastwick College-Ramsey,2378391,R,0,R,0,R,0,R,0,R,0,R,0,R,957,R,2379348,R
248934,ECPI University,17488628,R,2486997,R,226480,R,0,R,255081,R,100,R,38282,R,564875,R,21060443,R
187675,Eddy County Beauty College,91000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,91000,R
438203,EDIC INSTITUTE,1712961,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1712961,R
243832,EDP University of Puerto Rico Inc-San Juan,345675,R,3879124,R,4584,R,0,R,0,R,300426,R,0,R,0,R,4529809,R
241836,EDP University of Puerto Rico Inc-San Sebastian,523793,I,0,I,0,I,0,I,40216,I,216996,I,81386,I,3870244,I,4732635,I
133517,EDUCATING HANDS SCHOOL OF MASSAGE,0,R,0,R,0,R,0,R,0,R,0,R,0,R,704184,R,704184,R
214245,EDUCATION AMERICA-VALE TECHNICAL INSTITUTE,2614693,R,0,R,0,R,0,R,0,R,0,R,19748,R,0,R,2634441,R
240985,Educational Technical College-Recinto de Bayamon,319755,I,0,I,0,I,0,I,0,I,12000,I,0,I,1012157,I,1343912,I
146454,Educators of Beauty College of Cosmetology-Peru,582484,R,165870,R,0,R,57493,R,121,R,336897,R,0,R,136,R,1143001,R
260965,Educators of Beauty College of Cosmetology-Rockford,582484,R,165870,R,0,R,57493,R,121,R,336897,R,0,R,136,R,1143001,R
149204,Educators of Beauty College of Cosmetology-Sterling,582484,R,165870,R,0,R,57493,R,121,R,336897,R,0,R,136,R,1143001,R
177287,Elaine Steven Beauty College,70764,R,0,R,0,R,0,R,0,R,153407,R,0,R,268090,R,492261,R
434371,Elite Beauty College,120940,R,0,R,0,R,0,R,0,R,182609,R,0,R,0,R,303549,R
362782,Elizabeth Grady School of Esthetics and Massage Therapy,513328,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,513328,R
156611,Elizabethtown Beauty School,32303,I,0,I,0,I,0,I,0,I,59020,I,0,I,91249,I,182572,I
190974,Elmira Business Institute,1265699,R,0,R,0,R,0,R,44287,R,102859,R,0,R,16361,R,1429206,R
404684,Emma's Beauty Academy-Juana Diaz,1005897,R,0,R,0,R,0,R,0,R,12000,R,0,R,326015,R,1343912,R
241906,Emma's Beauty Academy-Mayaguez,2314372,I,0,I,0,I,0,I,0,I,298957,I,0,I,-1479717,I,1133612,I
114114,Emperor's College of Traditional Oriental Medicine,1666530,R,0,R,0,R,0,R,0,R,1209986,R,0,R,0,R,2876516,R
212328,Empire Beauty  School-Lehigh Valley,475576,R,0,R,0,R,0,R,0,R,91068,R,1650,R,11111032,R,11679326,R
212258,EMPIRE BEAUTY SCHOOL,214194,R,0,R,0,R,0,R,0,R,36800,R,2886,R,11425446,R,11679326,R
212346,EMPIRE BEAUTY SCHOOL,539212,R,0,R,0,R,0,R,0,R,53409,R,366,R,11086339,R,11679326,R
212939,EMPIRE BEAUTY SCHOOL,196557,R,0,R,0,R,0,R,0,R,33559,R,2643,R,11446567,R,11679326,R
438878,EMPIRE BEAUTY SCHOOL,568706,R,0,R,0,R,0,R,0,R,64234,R,2249,R,11044137,R,11679326,R
407726,Empire Beauty School-Appleton,257979,R,0,R,0,R,0,R,0,R,176336,R,0,R,5384,R,439699,R
420796,EMPIRE BEAUTY SCHOOL-BALTIMORE,92184,R,0,R,0,R,0,R,0,R,22084,R,0,R,1072218,R,1186486,R
368230,Empire Beauty School-Bloomfield,113321,R,421688,R,16129,R,0,R,0,R,26000,R,0,R,558893,R,1136031,R
174978,Empire Beauty School-Bloomington,3456689,I,0,I,0,I,0,I,0,I,91,I,0,I,8857480,I,12314260,I
430218,Empire Beauty School-Bordentown,94277,R,0,R,0,R,0,R,0,R,10061,R,0,R,979041,R,1083379,R
164845,Empire Beauty School-Boston,3154644,R,0,R,0,R,0,R,0,R,0,R,0,R,1273544,R,4428188,R
419101,Empire Beauty School-Boston,894932,R,0,R,0,R,0,R,10421,R,68505,R,0,R,7011,R,980869,R
383765,Empire Beauty School-Brooklyn,948086,R,0,R,0,R,0,R,14826,R,113595,R,0,R,2006,R,1078513,R
375984,Empire Beauty School-Center City Philadelphia,229376,R,0,R,0,R,0,R,0,R,21780,R,0,R,2356687,R,2607843,R
157614,Empire Beauty School-Chenoweth,322497,R,0,R,0,R,0,R,0,R,180311,R,0,R,0,R,502808,R
184816,Empire Beauty School-Cherry Hill,51944,R,0,R,0,R,0,R,0,R,7040,R,0,R,553468,R,612452,R
407470,Empire Beauty School-Cincinnati,386406,R,0,R,10500,R,0,R,4290,R,255028,R,9164,R,-278982,R,386406,R
157669,Empire Beauty School-Dixie,31277,R,110226,R,0,R,0,R,0,R,84196,R,1535,R,0,R,227234,R
157650,Empire Beauty School-Elizabethtown,123906,R,142334,R,0,R,0,R,0,R,125457,R,23550,R,362,R,415609,R
212683,Empire Beauty School-Exton,76390,R,0,R,0,R,0,R,0,R,8198,R,0,R,793720,R,878308,R
157678,Empire Beauty School-Florence,18272,R,141809,R,0,R,0,R,0,R,121100,R,8623,R,0,R,289804,R
407735,Empire Beauty School-Green Bay,439598,R,0,R,0,R,0,R,0,R,307519,R,0,R,9173,R,756290,R
212337,Empire Beauty School-Gwinnett,205758,R,0,R,0,R,0,R,0,R,29683,R,982,R,11442903,R,11679326,R
415039,Empire Beauty School-Hanover,294416,R,0,R,0,R,0,R,0,R,52952,R,1137,R,11330821,R,11679326,R
143543,Empire Beauty School-Hanover Park,583023,R,0,R,0,R,0,R,0,R,0,R,0,R,49915,R,632938,R
212382,Empire Beauty School-Harrisburg,361951,R,0,R,0,R,0,R,0,R,60039,R,2576,R,11254760,R,11679326,R
262660,Empire Beauty School-Highland,110748,R,109020,R,0,R,0,R,0,R,77741,R,4709,R,13,R,302231,R
248305,Empire Beauty School-Hurstborne,402273,R,212384,R,0,R,0,R,0,R,252266,R,13338,R,395,R,880656,R
151652,Empire Beauty School-Indianapolis,508135,R,172600,R,0,R,20000,R,0,R,212536,R,0,R,16488,R,929759,R
185730,Empire Beauty School-Jersey City,845969,R,0,R,0,R,0,R,0,R,35871,R,0,R,0,R,881840,R
182704,Empire Beauty School-Laconia,238534,R,0,R,0,R,0,R,0,R,115583,R,0,R,374523,R,728640,R
126854,Empire Beauty School-Lakewood,0,R,243458,R,3030,R,0,R,0,R,0,R,0,R,859124,R,1105612,R
212276,Empire Beauty School-Lancaster,312126,R,0,R,0,R,0,R,0,R,62878,R,4148,R,11300174,R,11679326,R
212708,Empire Beauty School-Laurel Springs,37229,R,0,R,0,R,0,R,0,R,8242,R,0,R,426671,R,472142,R
212230,Empire Beauty School-Lebanon,248505,R,0,R,0,R,0,R,0,R,43768,R,6096,R,11380957,R,11679326,R
239132,Empire Beauty School-Madison,151663,R,0,R,0,R,0,R,0,R,123008,R,0,R,4435,R,279106,R
161493,Empire Beauty School-Maine,892645,R,0,R,0,R,0,R,0,R,231959,R,0,R,14928,R,1139532,R
368993,Empire Beauty School-Malden,688432,R,0,R,0,R,0,R,82298,R,37470,R,0,R,1696,R,809896,R
407179,Empire Beauty School-Malden,1283300,R,0,R,0,R,0,R,0,R,0,R,0,R,333841,R,1617141,R
195067,Empire Beauty School-Manhattan,2942616,R,0,R,0,R,0,R,87766,R,34243,R,0,R,9850,R,3074475,R
246594,Empire Beauty School-Manitowoc,180666,R,0,R,0,R,0,R,0,R,132134,R,0,R,6078,R,318878,R
199713,Empire Beauty School-Matthews,241314,R,0,R,0,R,0,R,0,R,137096,R,6716,R,103791,R,488917,R
169284,Empire Beauty School-Michigan,1197364,I,1408923,I,120358,I,0,I,0,I,20000,I,0,I,340388,I,3087033,I
430227,Empire Beauty School-Monroeville,51093,R,0,R,0,R,0,R,0,R,4612,R,0,R,522700,R,578405,R
212753,Empire Beauty School-NE Philadelphia,185208,R,0,R,0,R,0,R,0,R,23929,R,0,R,1962407,R,2171544,R
106111,Empire Beauty School-NW Phoenix,454181,R,164704,R,0,R,0,R,0,R,89141,R,0,R,355,R,708381,R
184144,Empire Beauty School-Ocean,171161,R,85473,R,10013,R,0,R,80,R,26100,R,0,R,35319,R,328146,R
103732,Empire Beauty School-Paradise Valley,1908749,R,542201,R,0,R,0,R,0,R,322635,R,0,R,5451,R,2779036,R
193991,Empire Beauty School-Peekskill,82426,I,0,I,0,I,0,I,0,I,65310,I,0,I,102320,I,250056,I
383376,Empire Beauty School-Philadelphia Broad St,35994,R,0,R,0,R,0,R,0,R,8379,R,0,R,416368,R,460741,R
212364,Empire Beauty School-Pottstown,221845,R,0,R,0,R,0,R,0,R,32947,R,1341,R,11423193,R,11679326,R
212300,Empire Beauty School-Pottsville,329478,R,0,R,0,R,0,R,0,R,40588,R,448,R,11308812,R,11679326,R
