UnitID,Institution Name,Tuition and fees (F9900F3),Imputation/Status Flag For Tuition and fees (F9900F3),Federal appropriations  grants and contracts (F9900F3),Imputation/Status Flag For Federal appropriations  grants and contracts (F9900F3),State and local appropriations  grants and contracts (F9900F3),Imputation/Status Flag For State and local appropriations  grants and contracts (F9900F3),Private grants and contracts (F9900F3),Imputation/Status Flag For Private grants and contracts (F9900F3),Investment income and investment gains (losses) included in net income (F9900F3),Imputation/Status Flag For Investment income and investment gains (losses) included in net income (F9900F3),Sales and services of educational activities (F9900F3),Imputation/Status Flag For Sales and services of educational activities (F9900F3),Sales and services of auxiliary enterprises (F9900F3),Imputation/Status Flag For Sales and services of auxiliary enterprises (F9900F3),Other revenue (F9900F3),Imputation/Status Flag For Other revenue (F9900F3),Total revenues and investment return (F9900F3),Imputation/Status Flag For Total revenues and investment return (F9900F3)
217095,Empire Beauty School-Providence,692113,R,29972,R,0,R,0,R,0,R,22394,R,0,R,0,R,744479,R
190239,Empire Beauty School-Queens,1016939,R,0,R,0,R,0,R,857,R,129096,R,0,R,1055,R,1147947,R
212391,Empire Beauty School-Reading,362189,R,0,R,0,R,0,R,0,R,55623,R,1108,R,11260406,R,11679326,R
212294,Empire Beauty School-Shamokin Dam,289569,R,0,R,0,R,0,R,0,R,55504,R,4808,R,11329445,R,11679326,R
182722,Empire Beauty School-Somersworth,281919,R,0,R,0,R,0,R,76584,R,107125,R,0,R,395505,R,861133,R
212212,Empire Beauty School-State College,408055,R,0,R,0,R,0,R,0,R,61553,R,2393,R,11207325,R,11679326,R
184506,Empire Beauty School-Union,403774,R,0,R,0,R,0,R,0,R,30168,R,0,R,8408,R,442350,R
212373,Empire Beauty School-Warminster,548316,R,0,R,0,R,0,R,0,R,46405,R,2513,R,11082092,R,11679326,R
217581,Empire Beauty School-Warwick,171515,R,0,R,0,R,0,R,34017,R,0,R,0,R,297678,R,503210,R
212285,Empire Beauty School-Williamsport,522716,R,0,R,0,R,0,R,0,R,48814,R,1526,R,11106270,R,11679326,R
212355,Empire Beauty School-Wyoming Valley,468225,R,0,R,0,R,0,R,0,R,52915,R,235,R,11157951,R,11679326,R
212267,Empire Beauty School-York,454217,R,0,R,0,R,0,R,0,R,49927,R,1584,R,11173598,R,11679326,R
114123,Empire College,3472553,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,3472553,I
207087,Enid Beauty College,168555,R,0,R,0,R,0,R,0,R,59697,R,0,R,0,R,228252,R
212425,Erie Business Center-Erie,3136841,R,0,R,0,R,0,R,0,R,0,R,565368,R,35767,R,3737976,R
212434,Erie Institute of Technology Inc,311477,R,44298,R,90267,R,0,R,4347,R,5,R,27712,R,0,R,478106,R
420255,Escuela de Peritos Electricistas de Isabela Inc,151604,R,390196,R,39199,R,0,R,9983,R,0,R,0,R,0,R,590982,R
431123,Escuela Tecnica de Electricidad,1129028,R,0,R,0,R,0,R,0,R,0,R,0,R,353965,R,1482993,R
396000,Escuelas Leicester,224699,I,385186,I,12939,I,0,I,0,I,45086,I,0,I,183720,I,851630,I
437149,ESI Technology Training Center,2088912,R,23072,R,0,R,0,R,0,R,262473,R,0,R,0,R,2374457,R
224749,ESS COLLEGE OF BUSINESS,4189689,R,0,R,0,R,0,R,0,R,85500,R,0,R,655180,R,4930369,R
417062,Estes Institute of Cosmetology Arts and Science,31292,R,100830,R,160912,R,0,R,0,R,93687,R,0,R,0,R,386721,R
407382,Esthetics Institute at Concord Academy,53149,R,53149,R,0,R,0,R,0,R,131527,R,0,R,238089,R,475914,R
244613,ETI School of Skilled Trades,2934020,R,0,R,0,R,0,R,0,R,145452,R,0,R,31333,R,3110805,R
373119,ETI School of Skilled Trades,2934020,R,0,R,0,R,0,R,0,R,145452,R,0,R,31333,R,3110805,R
200590,ETI Technical College,1181900,R,0,R,0,R,0,R,0,R,268833,R,0,R,0,R,1450733,R
136853,EURO HAIR DESIGN INSTITUTE,523620,R,0,R,0,R,0,R,0,R,0,R,0,R,213905,R,737525,R
223612,EURO HAIR SCHOOL,363511,R,0,R,0,R,0,R,0,R,0,R,0,R,193050,R,556561,R
230199,Evans Hairstyling College-Cedar City,100789,I,0,I,0,I,0,I,0,I,33215,I,0,I,-13202,I,120802,I
230205,Evans Hairstyling College-St George,47291,R,0,R,0,R,0,R,0,R,221221,R,0,R,0,R,268512,R
150525,Evansville Tri-State Beauty College,328308,R,38760,R,0,R,0,R,2800,R,0,R,0,R,-5500,R,364368,R
119465,Everest College-Alhambra,6113340,R,0,R,0,R,0,R,0,R,0,R,0,R,75732,R,6189072,R
371982,Everest College-Anaheim,2968861,R,0,R,0,R,0,R,0,R,0,R,0,R,446,R,2969307,R
366544,Everest College-Aurora,3709982,R,0,R,0,R,0,R,0,R,0,R,0,R,38793,R,3748775,R
234739,Everest College-Bremerton,3339176,R,1166138,R,324528,R,0,R,34368,R,0,R,0,R,9953,R,4874163,R
372037,Everest College-City of Industry,4055095,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4055095,R
119456,Everest College-Gardena,3930285,R,0,R,0,R,0,R,0,R,0,R,0,R,4507,R,3934792,R
109332,Everest College-Hayward,4487730,R,0,R,0,R,0,R,0,R,0,R,0,R,134181,R,4621911,R
119368,Everest College-LA Wilshire,3585424,R,0,R,0,R,0,R,0,R,0,R,0,R,27448,R,3612872,R
430175,Everest College-Merrillville,912730,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,912730,R
232502,Everest College-Newport News,2092245,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2092245,R
371265,Everest College-Ontario,2860618,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2860618,R
103644,Everest College-Phoenix,105230,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,105230,R
210359,Everest College-Portland,4757835,R,0,R,0,R,0,R,0,R,0,R,0,R,21713,R,4779548,R
234784,Everest College-Renton,3421607,R,0,R,0,R,0,R,0,R,0,R,0,R,565,R,3422172,R
119359,Everest College-Reseda,3981229,R,0,R,0,R,0,R,0,R,0,R,0,R,2173,R,3983402,R
230472,Everest College-Salt Lake City,4064436,R,0,R,0,R,0,R,0,R,0,R,0,R,77133,R,4141569,R
119508,Everest College-San Bernardino,3896543,R,0,R,0,R,0,R,0,R,0,R,0,R,224210,R,4120753,R
119340,Everest College-San Francisco,3914900,R,0,R,0,R,0,R,0,R,0,R,0,R,16943,R,3931843,R
119438,Everest College-San Jose,678564,R,0,R,0,R,0,R,0,R,0,R,0,R,23524,R,702088,R
236531,Everest College-Seattle,6882967,R,685157,R,91986,R,5800,R,128690,R,208345,R,780706,R,0,R,8783651,R
171313,Everest College-Skokie,1829358,R,0,R,0,R,0,R,0,R,0,R,0,R,39128,R,1868486,R
179070,Everest College-Springfield,4158186,R,0,R,0,R,0,R,0,R,0,R,0,R,44007,R,4202193,R
430980,Everest College-Torrance,247331,R,0,R,0,R,0,R,0,R,0,R,0,R,18,R,247349,R
236993,Everest College-Vancouver,1771046,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1771046,R
368805,Everest College-West Los Angeles,3204427,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3204427,R
139898,Everest Institute-Atlanta Downtown,672026,R,0,R,0,R,0,R,14368,R,0,R,0,R,0,R,686394,R
167020,Everest Institute-Brighton,2671253,R,0,R,0,R,0,R,7242,R,0,R,0,R,0,R,2678495,R
237604,Everest Institute-Cross Lanes,3678605,R,0,R,0,R,0,R,0,R,0,R,0,R,21063,R,3699668,R
438638,Everest Institute-Decatur,93093,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,93093,R
170046,Everest Institute-Grand Rapids,1613123,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1613123,R
438656,Everest Institute-Greenspoint,790994,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,790994,R
438197,Everest Institute-Jonesboro,825038,R,0,R,0,R,0,R,13279,R,0,R,0,R,0,R,838317,R
373890,Everest Institute-Kalamazoo,643348,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,643348,R
430421,Everest Institute-Marietta,540745,R,0,R,0,R,0,R,2867,R,0,R,0,R,0,R,543612,R
135957,Everest Institute-North Miami,12338049,R,0,R,0,R,0,R,0,R,31942,R,0,R,0,R,12369991,R
212090,Everest Institute-Pittsburgh,5350648,R,0,R,0,R,0,R,0,R,0,R,0,R,161061,R,5511709,R
194967,Everest Institute-Rochester,6837246,R,0,R,0,R,0,R,0,R,0,R,0,R,260400,R,7097646,R
260293,Everest University-Brandon,5988979,R,0,R,0,R,0,R,0,R,0,R,0,R,168996,R,6157975,R
367909,Everest University-Lakeland,5207607,R,0,R,0,R,0,R,0,R,0,R,0,R,123406,R,5331013,R
137810,Everest University-Largo,6342517,R,0,R,0,R,0,R,0,R,0,R,0,R,175039,R,6517556,R
420006,Everest University-Melbourne,4906774,R,0,R,0,R,0,R,0,R,0,R,0,R,133486,R,5040260,R
136288,Everest University-North Orlando,7381599,R,0,R,0,R,0,R,0,R,0,R,0,R,210413,R,7592012,R
134149,Everest University-Pompano Beach,7381763,R,0,R,0,R,0,R,0,R,0,R,0,R,193441,R,7575204,R
390701,Everest University-South Orlando,9955998,R,0,R,0,R,0,R,0,R,0,R,0,R,307186,R,10263184,R
385619,Everglades University,154345,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,154345,R
234650,Evergreen Beauty and Barber College-Bellevue,211761,R,0,R,0,R,0,R,0,R,187200,R,0,R,0,R,398961,R
207102,Eves College of Hairstyling,50806,I,0,I,6000,I,0,I,1522,I,0,I,0,I,336857,I,395185,I
224758,Exposito School of Hair Design,44657,R,0,R,0,R,0,R,0,R,163149,R,6624,R,116753,R,331183,R
387819,Fairview Beauty Academy,217366,R,0,R,0,R,0,R,0,R,0,R,89786,R,0,R,307152,R
415729,Faris Technical Institute Inc,249933,R,0,R,0,R,0,R,198,R,0,R,0,R,0,R,250131,R
114372,Fashion Careers College,1233634,R,0,R,0,R,0,R,7508,R,0,R,0,R,-7508,R,1233634,R
138132,Fashion Focus Hair Academy,33278,R,0,R,0,R,0,R,0,R,129956,R,0,R,167645,R,330879,R
381486,Faust Institute of Cosmetology-Spirit Lake,117181,R,0,R,0,R,0,R,1652,R,97195,R,0,R,0,R,216028,R
153339,Faust Institute of Cosmetology-Storm Lake,131994,R,0,R,0,R,0,R,10686,R,114712,R,0,R,0,R,257392,R
212498,FAYETTE INSTITUTE OF COMMERCE AND TECHNOLOGY INC,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
198525,Fayetteville Beauty College,184608,I,0,I,0,I,0,I,0,I,91524,I,0,I,-66075,I,210057,I
114460,Federico Beauty Institute,1139804,R,283172,R,0,R,0,Z,11653,R,37000,R,0,R,-282254,R,1189375,R
114354,FIDM-Fashion Institute of Design & Merchandising-Los Angeles,44666918,R,0,R,0,R,0,R,243274,R,0,R,0,R,0,R,44910192,R
374291,Final Touch Beauty School,26116,R,237123,R,0,R,0,R,0,R,62123,R,0,R,0,R,325362,R
436599,FINE Mortuary College,713499,R,0,R,0,R,0,R,5909,R,593,R,0,R,0,R,720001,R
145099,First Institute of Travel  Inc.,3165285,I,0,I,0,I,0,I,0,I,48399,I,0,I,-554372,I,2659312,I
168519,Fiser's College of Cosmetology,442578,I,0,I,1000,I,18103,I,0,I,38723,I,0,I,0,I,500404,I
191205,Five Towns College,4326208,R,709681,R,1269124,R,0,R,18241,R,1,R,70945,R,422423,R,6816623,R
162511,FLEET BUSINESS SCHOOL,1494069,R,0,R,0,R,0,R,0,R,0,R,9743,R,4,R,1503816,R
169947,Flint Institute of Barbering Inc,82883,R,0,R,0,R,0,R,0,R,163218,R,42666,R,0,R,288767,R
364885,Florida Career College-Clearwater,1617250,R,0,R,0,R,0,R,0,R,584,R,0,R,0,R,1617834,R
133997,Florida Career College-Miami,3486284,R,739009,R,0,R,0,R,13652,R,0,R,0,R,543354,R,4782299,R
434715,Florida Coastal School of Law,5988979,I,0,I,0,I,0,I,0,I,0,I,0,I,168996,I,6157975,I
434441,Florida College of Integrative Medicine,23794,R,0,R,0,R,0,R,0,R,88077,R,26553,R,441734,R,580158,R
438294,Florida College of Natural Health-Bradenton,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
366182,FLORIDA INSTITUTE OF TRADITIONAL CHINESE MEDICINE,25666,R,0,R,0,R,0,R,0,R,85565,R,0,R,550853,R,662084,R
133942,Florida Institute of Ultrasound Inc,284085,R,39780,R,0,R,0,R,0,R,0,R,0,R,0,R,323865,R
414179,Florida National College Training Center,1236795,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1236795,R
414188,FLORIDA NATIONAL COLLEGE-SOUTH CAMPUS,2157886,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2157886,R
408844,Florida National University-Main Campus,4173348,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4173348,R
134468,FLORIDA STATE COLLEGE,613365,R,0,R,0,R,0,R,0,R,189565,R,9176,R,200,R,812306,R
134112,Florida Technical College,1049305,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1049305,R
208044,Formations Institute of Cosmetology & Barbering,13309,I,82210,I,0,I,0,I,0,I,95001,I,0,I,-4354,I,186166,I
218043,Forrest College,765563,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,765563,R
134228,Fort Pierce Beauty Academy,135000,R,0,R,0,R,0,R,0,R,34431,R,0,R,0,R,169431,R
224828,Fort Worth Beauty School,353822,R,0,R,0,R,0,R,1285,R,50843,R,0,R,0,R,405950,R
371052,Fortis College,1699011,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1699011,R
392415,Fortis College,442578,I,0,I,1000,I,18103,I,0,I,38723,I,0,I,0,I,500404,I
205179,Fortis College-Centerville,4252773,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4252773,R
204307,Fortis College-Cuyahoga Falls,2182599,R,0,R,0,R,0,R,0,R,0,R,0,R,813,R,2183412,R
436641,Fortis College-Foley,136731,R,0,R,0,R,0,R,1646,R,0,R,0,R,0,R,138377,R
404921,Fortis College-Miami,2405339,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2405339,R
201399,Fortis College-Ravenna,1193755,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1193755,R
372921,Fortis College-Smyrna,1415531,I,733000,I,37000,I,0,I,0,I,28000,I,0,I,894469,I,3108000,I
136075,Fortis College-Tampa,984083,R,0,R,0,R,0,R,2076,R,0,R,2208,R,0,R,988367,R
132806,Fortis College-Winter Park,1589553,R,0,R,0,R,0,R,0,R,42393,R,0,R,0,R,1631946,R
418870,Fortis Institute-Cookeville,318064,R,138672,R,13260,R,0,R,0,R,0,R,44348,R,0,R,514344,R
216418,Fortis Institute-Erie,2632357,P,0,P,0,P,0,P,42156,P,0,P,0,P,622018,P,3296531,P
249609,Fortis Institute-Forty Fort,411544,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,411544,R
250498,Fortis Institute-Mulberry,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1750522,R,1750522,R
385503,Fortis Institute-Scranton,120431,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,120431,R
163347,Fortis Institute-Towson,1628599,I,0,I,73999,I,0,I,58400,I,15386,I,0,I,410981,I,2187365,I
183725,Fortis Institute-Wayne,3921440,I,0,I,0,I,0,I,0,I,0,I,0,I,-1612726,I,2308714,I
175698,Fosters Cosmetology College,54884,R,0,R,0,R,0,R,0,R,18381,R,0,R,0,R,73265,R
221795,Fountainhead College of Technology,530000,R,0,R,0,R,0,R,0,R,1,R,0,R,-1,R,530000,R
415774,Four-D College,850361,I,527000,I,7000,I,0,I,0,I,16000,I,0,I,322639,I,1723000,I
145239,Fox College,2068231,R,0,R,0,R,0,R,0,R,0,R,71051,R,73199,R,2212481,R
420200,Francois D College of Hair Skin and Nails,354045,R,0,R,0,R,0,R,2661,R,197362,R,0,R,0,R,554068,R
224907,Franklin Beauty School,295176,R,0,R,0,R,0,R,0,R,35973,R,0,R,-18000,R,313149,R
158954,Franklin College,477763,R,96412,R,0,R,0,R,0,R,0,R,0,R,0,R,574175,R
114761,Fredrick and Charles Beauty College,287568,R,0,R,0,R,0,R,0,R,89286,R,0,R,0,R,376854,R
372073,Fremont College,3128635,R,0,R,0,R,0,R,3437,R,0,R,0,R,0,R,3132072,R
134237,Full Sail University,34112044,R,0,R,0,R,0,R,0,R,0,R,452886,R,0,R,34564930,R
181136,Fullen School of Hair Design,21431,R,0,R,0,R,0,R,0,R,94605,R,0,R,1,R,116037,R
145406,G Skin & Beauty Institute,274920,R,554090,R,0,R,0,R,0,R,155358,R,0,R,0,R,984368,R
407090,G Skin & Beauty Institute,274920,R,554090,R,0,R,0,R,0,R,155358,R,0,R,0,R,984368,R
101231,Gadsden Business College,1525839,I,640973,I,0,I,0,I,7528,I,0,I,0,I,-760896,I,1413444,I
243902,Gaither and Company Beauty College,137850,R,0,R,0,R,0,R,17362,R,20563,R,12350,R,27231,R,215356,R
114886,Galen College of Medical and Dental Assistants,1271237,R,1009862,R,0,R,0,R,6516,R,0,R,0,R,906767,R,3194382,R
114895,Galen College of Medical and Dental Assistants,1557265,R,1332094,R,0,R,0,R,7982,R,0,R,0,R,297041,R,3194382,R
114901,Galen College of Medical and Dental Assistants,349590,R,267244,R,0,R,0,R,1792,R,0,R,0,R,2575756,R,3194382,R
156471,Galen College of Nursing-Louisville,2640633,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,2640634,R
205513,Gallipolis Career College,177934,R,193481,R,242956,R,0,R,6481,R,98085,R,0,R,279,R,719216,R
145309,Gem City College,337122,R,0,R,0,R,0,R,0,R,8707,R,0,R,25388,R,371217,R
432065,GEM STATE COLLEGE,104560,P,0,P,0,P,0,P,947,P,0,P,0,P,27049,P,132556,P
220765,Genesis Career College-Cookeville,45344,R,0,R,0,R,0,R,0,R,19849,R,0,R,1,R,65194,R
382780,Genesis Career College-Lebanon,55764,R,83451,R,0,R,0,R,223,R,51407,R,0,R,6022,R,196867,R
138822,Georgia Career Institute,2610913,I,0,I,0,I,0,I,0,I,48399,I,0,I,0,I,2659312,I
408862,Georgia Institute of Cosmetology,249301,R,130147,R,0,R,0,R,0,R,37210,R,0,R,0,R,416658,R
202888,Gerbers Akron Beauty School,162032,R,0,R,0,R,0,R,0,R,57604,R,0,R,0,R,219636,R
436605,GHENT BEAUTY ACADEMY,40769,R,0,R,0,R,0,R,0,R,18756,R,0,R,0,R,59525,R
185244,Gibbs College,7434436,R,1799545,R,2153229,R,50655,R,0,R,0,R,0,R,0,R,11437865,R
175713,Gibson Barber and Beauty College,131960,R,0,R,0,R,0,R,0,R,0,R,2720,R,-2720,R,131960,R
238786,Gill-Tech Academy of Hair Design,387372,R,0,R,0,R,0,R,51770,R,185948,R,997171,R,0,R,1622261,R
235307,Glen Dow Academy of Hair Design,150736,R,205507,R,105644,R,0,R,4590,R,198085,R,0,R,84620,R,749182,R
115010,Glendale Career College,9099271,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,9099272,R
127219,Glenwood Beauty Academy,338717,I,39780,I,0,I,0,I,0,I,0,I,0,I,-54632,I,323865,I
188465,Globe Institute of Technology,2475683,R,1397785,R,1657645,R,0,R,0,R,841000,R,7900,R,7247,R,6387260,R
173629,Globe University-Woodbury,1382463,R,0,R,110489,R,0,R,0,R,4176922,R,0,R,0,R,5669874,R
421586,Globelle Technical Institute,645877,I,0,I,0,I,0,I,0,I,0,I,0,I,121501,I,767378,I
434690,Golf Academy of America-Myrtle Beach,1208740,R,0,R,0,R,0,R,14174,R,0,R,73647,R,1320,R,1297881,R
430157,Golf Academy of America-Orlando,2200884,R,0,R,0,R,0,R,25847,R,0,R,74191,R,2463,R,2303385,R
430166,Golf Academy of America-Phoenix,1686720,R,0,R,0,R,0,R,19177,R,0,R,62160,R,1827,R,1769884,R
122366,Golf Academy of America-San Diego,2093054,R,0,R,0,R,0,R,24180,R,0,R,86604,R,2196,R,2206034,R
432481,GOODWIN INSTITUTE,1222214,R,5322841,R,637273,R,0,R,0,R,0,R,0,R,9429,R,7191757,R
129154,Goodwin University,1222214,R,5322841,R,637273,R,0,R,0,R,0,R,0,R,9429,R,7191757,R
212726,GORDON PHILLIPS SCHOOL OF BEAUTY CULTURE,87086,R,0,R,0,R,0,R,0,R,17154,R,0,R,978121,R,1082361,R
212744,GORDON PHILLIPS SCHOOL OF BEAUTY CULTURE,44640,R,0,R,0,R,0,R,0,R,7912,R,0,R,493114,R,545666,R
212717,GORDON PHILLIPS SCHOOL-CORPORATE OFFICE,985421,C,0,C,0,C,0,C,0,C,139391,C,0,C,10554515,C,11679327,C
363679,Grabber School of Hair Design,252392,R,0,R,0,R,0,R,0,R,208440,R,0,R,0,R,460832,R
202921,GRACE COLLEGE OF COSMETOLOGY,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
406495,Graham Webb International Academy of Hair,888315,I,0,I,0,I,0,I,897,I,345540,I,0,I,41243,I,1275995,I
213181,Great Lakes Institute of Technology,1916904,R,447407,R,0,R,0,R,0,R,46752,R,0,R,52695,R,2463758,R
417567,Gretna College School of Allied Health,694614,R,0,R,0,R,0,R,29394,R,93788,R,0,R,574147,R,1391943,R
132666,GUTI The Premier Beauty & Wellness Academy,73430,R,83339,R,0,R,0,R,0,R,129369,R,0,R,0,R,286138,R
159027,Guy's Shreveport Academy of Cosmetology Inc,49174,I,31134,I,90091,I,0,I,3497,I,74367,I,0,I,316054,I,564317,I
436632,Gwinnett College,442578,I,0,I,1000,I,18103,I,0,I,38723,I,0,I,0,I,500404,I
140003,Gwinnett College-Lilburn,990787,R,0,R,0,R,0,R,26886,R,0,R,0,R,0,R,1017673,R
163541,Hair Academy,1341363,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1341363,R
436030,Hair Academy II,442578,I,0,I,1000,I,18103,I,0,I,38723,I,0,I,0,I,500404,I
105701,Hair Academy of Safford,442578,I,0,I,1000,I,18103,I,0,I,38723,I,0,I,0,I,500404,I
127228,Hair Dynamics Education Center,244862,R,0,R,0,R,0,R,0,R,160010,R,0,R,140034,R,544906,R
150710,Hair Fashions By Kaye Beauty College-Indianapolis,666332,R,0,R,0,R,0,R,3101,R,97679,R,0,R,0,R,767112,R
150695,Hair Fashions By Kaye Beauty College-Noblesville,328988,R,0,R,0,R,0,R,0,R,76228,R,0,R,65292,R,470508,R
145424,Hair Professionals Career College,130302,R,0,R,0,R,0,R,0,R,91135,R,0,R,35037,R,256474,R
367981,Hair Professionals Career College,273140,R,0,R,0,R,0,R,0,R,92451,R,0,R,41815,R,407406,R
145433,Hair Professionals School of Cosmetology,247845,R,0,R,0,R,0,R,0,R,134843,R,0,R,107289,R,489977,R
367051,Hairmasters Institute of Cosmetology,381017,R,0,R,0,R,0,R,0,R,91519,R,0,R,0,R,472536,R
198631,Hairstyling Institute of Charlotte Inc,144623,R,0,R,0,R,0,R,0,R,60361,R,0,R,3730,R,208714,R
166009,Hallmark Institute of Photography,1645378,R,0,R,0,R,0,R,7649,R,0,R,0,R,0,R,1653027,R
225201,Hallmark University,5412654,R,0,R,0,R,0,R,0,R,0,R,0,R,321611,R,5734265,R
421887,HAMILTON PROFESSIONAL SCHOOL,10000,R,0,R,0,R,0,R,0,R,33000,R,0,R,926455,R,969455,R
428134,Hampton Roads School of Technology,253731,R,0,R,0,R,0,R,0,R,74503,R,0,R,-1,R,328233,R
369950,Hamrick School,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
249928,HARCOURT LEARNING DIRECT,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
211486,HARCOURT LEARNING DIRECT CENTER FOR DEGREE STUDIES,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
145460,Harrington College of Design,5379546,R,0,R,0,R,0,R,0,R,310218,R,0,R,0,R,5689764,R
184870,Harris School of Business-Cherry Hill Campus,91910,R,248163,R,757668,R,0,R,0,R,0,R,0,R,0,R,1097741,R
433970,Harris School of Business-Sanford Campus,215218,R,0,R,0,R,0,R,0,R,3126,R,0,R,0,R,218344,R
185332,Harris School of Business-Voorhees Campus,9061000,R,5580054,R,2104185,R,0,R,0,R,419,R,0,R,0,R,16745658,R
376127,Harrison Career Institute-Allentown,885374,R,0,R,0,R,0,R,0,R,9819,R,0,R,1004,R,896197,R
186830,Harrison Career Institute-Delran,889533,R,0,R,0,R,0,R,0,R,91,R,0,R,61,R,889685,R
437255,Harrison Career Institute-Ewing,980307,R,0,R,0,R,0,R,0,R,0,R,0,R,636,R,980943,R
376118,Harrison Career Institute-Jersey City,573350,R,0,R,0,R,0,R,0,R,8617,R,0,R,1630,R,583597,R
